target_id	ens_gene	ext_gene	pval	qval	test_stat	rss	degrees_free	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	TPM_con1	TPM_con2	log2FC
ENSMUST00000035163.9	ENSMUSG00000033688	1300017J02Rik	6.32592831642425e-05	0.00405913733637223	16.0024883917593	54.3242769270711	1	2.43674946501499	5.43242769270711	0.436451250251887	4.99597644245522	0.45251354616732	4.99597644245522	1.07508640060823	3.06568259749944	1.51175572829281
ENSMUST00000188702.1	ENSMUSG00000035085	1700020L24Rik	0.000810546379006335	0.0210725250573692	11.2169261511172	2.07163169104324	1	4.35136810223121	0.207163169104324	0.0288172790582482	0.178345890046076	0.0765127562847206	0.178345890046076	7.56501645064765	13.83520353487	0.870928743334542
ENSMUST00000030261.5	ENSMUSG00000028536	2610528J11Rik	5.03141495164565e-05	0.0035268483840363	16.4362367354735	1.72273492476421	1	6.11584993613659	0.172273492476421	0.00359391062242891	0.168679581853992	0.0280586639162187	0.168679581853992	19.0705289170521	37.255242829611	0.966098609390078
ENSMUST00000159348.2	ENSMUSG00000053080	2700081O15Rik	0.000214129094686485	0.00888329844242219	13.7028517148321	1.17640508474563	1	6.29064131878012	0.117640508474563	0.0100793318638309	0.107561176610732	0.025940490739843	0.107561176610732	4.69153574626567	7.24121739708932	0.626172006634633
ENSMUST00000069209.1	ENSMUSG00000055555	4930502E18Rik	0.00263491920578976	0.0465259621237888	9.04446086294126	4.6806084244466	1	3.1889796628606	0.46806084244466	0.0592337273467154	0.408827115097945	0.22886845641906	0.408827115097945	1.53650379919383	2.5489822417864	0.730269988272154
ENSMUST00000106331.1	ENSMUSG00000025573	6030468B19Rik	9.62726817569912e-06	0.00125129864114841	19.5839877546029	33.9682737394273	1	2.2294675077474	3.39682737394273	0.221903757748941	3.17492361619379	0.541104307702204	3.17492361619379	1.13015531494206	3.49930109078383	1.63054575099595
ENSMUST00000108951.7	ENSMUSG00000031824	6430548M08Rik	0.000269430037708195	0.0103183379927132	13.2717885246779	3.0492351545252	1	4.87189748691436	0.30492351545252	0.0201027668997751	0.284820748552745	0.0534695760788286	0.284820748552745	1.67591096627032	2.72483645849265	0.701224136540663
ENSMUST00000090025.4	ENSMUSG00000068522	Aard	8.2375575240807e-06	0.00113450588990185	19.8819230364058	2.04241849429065	1	5.3120617017753	0.204241849429065	0.00547741376666924	0.198764435662396	0.0406577696776752	0.198764435662396	6.10950187489599	12.257843550484	1.00457853368041
ENSMUST00000030010.3	ENSMUSG00000015243	Abca1	0.000233638637061803	0.00941595205034166	13.5391463669513	3.45792359112216	1	6.353971767287	0.345792359112216	0.00223794935292029	0.343554409759296	0.0252509834663943	0.343554409759296	2.57128639132746	5.16285287030932	1.00567817781463
ENSMUST00000047753.4	ENSMUSG00000040584	Abcb1a	1.32468692174674e-06	0.000365872768278093	23.3870300106363	3.3838595869572	1	5.80601841756358	0.33838595869572	0.00439610317753461	0.333989855518186	0.032078202592815	0.333989855518186	2.79220822434631	6.11757442983504	1.13155321687239
